,OA11CD,locationCount,lng,lat
108,E00004647,10,-0.11686328623925897,51.529304208311196
109,E00004185,463,-0.1384797671656369,51.52437036173855
110,E00004548,27,-0.11754594372896777,51.52111401718927
111,E00004539,3,-0.1113989415970615,51.52199303416842
112,E00004532,8,-0.11649551348605648,51.52332209723715
113,E00004530,72,-0.12901263837573101,51.514650737199965
114,E00004729,2,-0.13140344756789588,51.529323378947026
115,E00000035,1705,-0.0806298513179196,51.51143365051526
116,E00000025,178,-0.107815607946523,51.51296178921985
117,E00000024,1375,-0.10013476605825056,51.51348414087133
118,E00000027,108,-0.10135232094050105,51.51861258192173
119,E00000026,159,-0.1044036594312293,51.51663937450371
120,E00000023,5,-0.09524385344471308,51.5221469206487
121,E00166756,31,-0.09746408755952768,51.51981256625596
122,E00166757,340,-0.09405655997688238,51.51235259154542
123,E00166755,1640,-0.08548659443106908,51.51519066304517
124,E00166758,2,-0.09549323594577575,51.5192687167911
125,E00000030,41,-0.07750445097466897,51.51638242981641
126,E00000018,502,-0.09337755948442608,51.51939862506731
127,E00000019,6,-0.09060897105665577,51.52003590250721
128,E00000013,5,-0.09643853380309572,51.52092568073904
129,E00000014,1,-0.09689991367113052,51.52209664492345
130,E00000017,85,-0.09181522981310507,51.520441917702996
131,E00000001,19,-0.09508570194916376,51.520229340672856
132,E00000003,3,-0.09633668839339786,51.51989671269212
133,E00000007,151,-0.09697809100686093,51.516780441723924
134,E00000028,60,-0.11112140406043301,51.51636249786033
135,E00000029,12,-0.07555911071342639,51.513000411180876
136,E00000021,38,-0.09256288720601402,51.517240821278584
137,E00006111,1,-0.3214575883989109,51.51777827802429
138,E00006949,2,-0.07981217150560332,51.634629303268554
139,E00171153,2,-0.08137161491103374,51.649267532767134
140,E00176490,1,-0.021743871646063742,51.48141249153267
141,E00008149,2,-0.006363515209280445,51.48199786512764
142,E00008872,14,-0.08437481090505242,51.529505535751355
143,E00176309,16,-0.07715614060883433,51.52968185206539
144,E00008882,1,-0.08485504709405181,51.528055014801545
145,E00008881,1,-0.08665808195612412,51.52871525545006
146,E00008883,10,-0.08514528215570573,51.52680740378245
147,E00176276,485,-0.07859894242155781,51.52542018287623
148,E00176278,13,-0.07691092422187212,51.52847402662609
149,E00008884,53,-0.086875963550603,51.52647771893775
150,E00176275,238,-0.08295899004949821,51.52677988611481
151,E00176282,109,-0.08807289252783655,51.52795511930905
152,E00176260,149,-0.08231476644117446,51.5254344230279
153,E00008834,159,-0.08346000151146149,51.52288649453084
154,E00176255,11,-0.07988889621105777,51.524889932200786
155,E00176308,501,-0.07899076325811116,51.52298760809004
156,E00008861,9,-0.07858420887992758,51.52940893799119
157,E00008878,1,-0.08154505503781576,51.528897065987
158,E00176283,26,-0.08996467029830839,51.52885163202305
159,E00176312,65,-0.08116510794668666,51.527358709395315
160,E00176261,137,-0.07704793792721687,51.52622905353241
161,E00008879,39,-0.09170009120527645,51.529188681081116
162,E00008877,5,-0.09400691355576714,51.52940316085063
163,E00176311,22,-0.08124242720984694,51.523627947396726
164,E00176307,72,-0.08023850198182336,51.52555762868038
165,E00176305,554,-0.07905233846642801,51.527072439139594
166,E00009390,8,-0.20063836345756067,51.48172978924965
167,E00009392,16,-0.1977902417849924,51.48200003547671
168,E00009394,2,-0.19261636150429173,51.48282032140956
169,E00009315,7,-0.21275608996738357,51.497496666829676
170,E00009542,86,-0.20705451448568202,51.48890905843467
171,E00009543,2,-0.21284592004397387,51.48923744056215
172,E00009546,14,-0.2090254573375886,51.48484251679978
173,E00009547,73,-0.20611138546599345,51.49053792205586
174,E00009540,4,-0.2083790224737625,51.48962827244232
175,E00009541,1,-0.21051844139119372,51.48903876279661
176,E00009425,8,-0.2179518421762209,51.48383475820051
177,E00009266,1,-0.22098095446123678,51.501689907762334
178,E00009414,1,-0.2043515347489083,51.48306694090334
179,E00009406,1,-0.19933030452892117,51.484036174764746
180,E00009487,55,-0.22309178145564515,51.493041064416616
181,E00009402,6,-0.19688781273880387,51.48471106176643
182,E00009229,28,-0.21688633456071543,51.50208466911745
183,E00009227,2,-0.22265079903875223,51.50211789785088
184,E00009256,3,-0.21858399231085796,51.49773798707551
185,E00009258,1,-0.21875424920175116,51.5023038966646
186,E00009249,1,-0.2166098401047441,51.498446498669814
187,E00009749,32,-0.22288600587686122,51.50603697427568
188,E00009770,1,-0.20597544368095566,51.47743250610883
189,E00009763,60,-0.19789743258123554,51.47992461883176
190,E00009553,2,-0.20713757722890322,51.48955175170022
191,E00009343,2,-0.21612526157414422,51.49493185995522
192,E00009342,1,-0.2072286637777524,51.4953214175284
193,E00009345,87,-0.21086748983971615,51.49646155114914
194,E00009629,4,-0.1897796054603759,51.47625384311638
195,E00009346,3,-0.20722096627622574,51.49374390206041
196,E00009615,15,-0.1895003046783329,51.480959575857945
197,E00009614,14,-0.1932277153440769,51.481002067615194
198,E00009503,21,-0.21462909437487004,51.47674373811289
199,E00009504,2,-0.2130475661668536,51.47798079779059
200,E00009358,5,-0.21437792822222648,51.49234187219784
201,E00009437,37,-0.215826604643941,51.4899960052496
202,E00009434,20,-0.21766011918969425,51.482474605678384
203,E00009332,1,-0.20975296780496272,51.49100095909003
204,E00009334,22,-0.2199363974467267,51.49547697761484
205,E00009337,10,-0.21745044903392796,51.496765148328926
206,E00009518,8,-0.21432074350795485,51.48179502130181
207,E00009331,2,-0.20797065638127105,51.491396708388685
208,E00009350,24,-0.20634563221179594,51.49354321738162
209,E00167284,3,-0.21777550749635946,51.50919884341205
210,E00009365,2,-0.2238971259957317,51.51298594281414
211,E00009555,12,-0.21184331557670674,51.4898323769195
212,E00009723,98,-0.2226055093292282,51.504287497532964
213,E00009623,5,-0.19292801643557553,51.47814590888051
214,E00009238,9,-0.22167044828201563,51.50052965754958
215,E00009757,33,-0.20258501055129513,51.47841134105668
216,E00009778,26,-0.20183443052464534,51.47640884716924
217,E00009779,1,-0.2083934804987961,51.47635993556213
218,E00009772,7,-0.19903995577088768,51.47856603206927
219,E00009768,29,-0.20046362734508477,51.47855157277773
220,E00009764,3,-0.1969568023378125,51.47907008338267
221,E00009766,1,-0.2034906071553664,51.478695993974085
222,E00009767,3,-0.20308342721654674,51.47771178024886
223,E00009296,1,-0.24296872021780813,51.503053066600714
224,E00009441,6,-0.2160188417696472,51.488299042583634
225,E00009448,1,-0.2122882287591039,51.485484436398934
226,E00009499,1,-0.22461060434809046,51.490101889440304
227,E00167297,7,-0.21824489954046652,51.492424300979785
228,E00009239,2,-0.21697843861755028,51.50134612649339
229,E00009237,2,-0.21879966117937807,51.500103578283294
230,E00009228,2,-0.21957495084568496,51.5015001549309
231,E00009254,5,-0.22188642658294133,51.497798154350725
232,E00009319,2,-0.21129380904386894,51.49131180457013
233,E00009520,3,-0.21163106083906152,51.48088996492883
234,E00009521,9,-0.2162087529443201,51.478971015277104
235,E00009523,6,-0.2101771817569923,51.480476158378124
236,E00009593,3,-0.2226981538615274,51.476944242676964
237,E00009328,1,-0.20656624867927634,51.49127918582148
238,E00009322,1,-0.20828444345300873,51.492164318391886
239,E00009327,6,-0.204003040536124,51.49296835713276
240,E00009325,2,-0.2131480085521556,51.491168948066445
241,E00009234,1,-0.21836503465563953,51.50108505270781
242,E00009231,9,-0.21443246711075323,51.49935302068722
243,E00009625,6,-0.1906295689965306,51.47746220911468
244,E00009624,3,-0.1930664053646318,51.477380233503155
245,E00009621,2,-0.19183208510204441,51.47839421387696
246,E00009620,29,-0.19463087978746108,51.4798608175913
247,E00009463,4,-0.219993370780958,51.49021244823905
248,E00009462,10,-0.22317584053216058,51.490132796302575
249,E00009616,593,-0.19142915003540695,51.4810337992039
250,E00009617,34,-0.18859797054807684,51.47868741437359
251,E00009457,2,-0.22320263090966377,51.483912405789816
252,E00009454,1,-0.21960701545630135,51.48461036886649
253,E00009539,8,-0.20258344416875698,51.48623558751019
254,E00009531,1,-0.20526505031036268,51.47911444587092
255,E00009533,3,-0.21309681462217384,51.47896317582861
256,E00009535,5,-0.21207958747245545,51.478696233174915
257,E00009263,3,-0.2165437317012371,51.50331697460473
258,E00009619,38,-0.18702996033997601,51.47937651620789
259,E00009419,21,-0.20182112742653446,51.482804040864835
260,E00009498,2,-0.2219923180148733,51.49069308986854
261,E00009413,1,-0.20862630410631608,51.483150225179145
262,E00009590,137,-0.21968925108239895,51.47996592574166
263,E00009699,1,-0.18501707035796594,51.47656019658453
264,E00009246,2,-0.21650645202676186,51.499752304723174
265,E00009600,1,-0.21562518969404523,51.470971926246754
266,E00009631,1,-0.18754560994574532,51.47470694105283
267,E00009632,3,-0.1954552524270751,51.47644383160666
268,E00167283,10,-0.21604233538143072,51.50835046093993
269,E00009357,2,-0.21142363434737463,51.49321605101264
270,E00009248,8,-0.22287731628449434,51.499004158950214
271,E00009244,9,-0.2137544396489973,51.49991097335196
272,E00009324,1,-0.20411717533800616,51.49185783461837
273,E00009560,1,-0.2017476752159982,51.48947208243701
274,E00009528,1,-0.21017686386105436,51.479192142603345
275,E00009408,9,-0.20006810474722364,51.483303996807614
276,E00009400,9,-0.20020515929249463,51.48450281178677
277,E00009409,18,-0.20259552761993707,51.484394333347566
278,E00009387,507,-0.20062082568735756,51.485381127752305
279,E00009776,1,-0.19818123151577685,51.47748919989565
280,E00009777,1,-0.20012172150517193,51.47689511590314
281,E00009527,1,-0.21006922380588086,51.47982630246102
282,E00009780,6,-0.2035795087166366,51.47634025875574
283,E00009525,2,-0.21373140994163342,51.480188564000365
284,E00009444,2,-0.2188228785916437,51.487424669062115
285,E00009440,22,-0.21993404255276838,51.486512718249784
286,E00009261,2,-0.21781106467080227,51.50341601948015
287,E00009268,2,-0.2164651003396403,51.50213692914971
288,E00009262,10,-0.22009544305093653,51.50329572736754
289,E00009260,7,-0.21931571978704217,51.50379302397404
290,E00009265,3,-0.22235018754397845,51.503029909012355
291,E00009370,1,-0.2318029451332245,51.528037952611285
292,E00009561,4,-0.1989322065369476,51.48709667458334
293,E00009572,1,-0.2090844707891086,51.48732629113314
294,E00009427,3,-0.216001952428488,51.48327526188779
295,E00009424,18,-0.22386662961330267,51.48314932672878
296,E00009352,7,-0.21450853420225016,51.49374302012491
297,E00009536,1,-0.20949616334183885,51.47832333898115
298,E00009537,3,-0.21222790027716312,51.477396055567326
299,E00009551,3,-0.2101968361318762,51.48979603333955
300,E00009558,1,-0.2044245246509418,51.48970277604425
301,E00009550,1,-0.20850817461165552,51.49001976958473
302,E00009395,3,-0.20152252501408321,51.480611171934775
303,E00009317,4,-0.20546043419658153,51.49441069321699
304,E00009396,25,-0.19623339491331876,51.48070938855829
305,E00009316,9,-0.21111216833362215,51.49480455598247
306,E00009397,8,-0.20391275606349882,51.480092922527795
307,E00009391,3,-0.2043578778707928,51.481173192289674
308,E00009386,10,-0.19719929131484043,51.486528279656795
309,E00009563,26,-0.21202425174707715,51.48764367051907
310,E00009618,1,-0.19367687814289747,51.47938847729301
311,E00009330,4,-0.21617182645934532,51.491953302952986
312,E00009588,1,-0.22352259366429142,51.481468928807814
313,E00009548,7,-0.21178931296303588,51.4903922080982
314,E00009447,4,-0.21566449911064706,51.48593668642478
315,E00009259,8,-0.21862337373537843,51.50383555508981
316,E00009405,2,-0.2039126025846677,51.484399611907186
317,E00009578,5,-0.20700701112977818,51.484972294079434
318,E00167282,664,-0.21964997751205645,51.506434052392294
319,E00009574,1,-0.20321576213639655,51.48704736299134
320,E00009577,1,-0.20466320839965976,51.48657772917056
321,E00009729,58,-0.22300869422842673,51.508955101339595
322,E00009567,1,-0.2107492677102109,51.487440514374626
323,E00009759,8,-0.20064269032961443,51.47992125650061
324,E00010293,1,-0.07037087890344605,51.5761587317612
325,E00170301,1,-0.10182972615819086,51.57050788844738
326,E00012179,3,-0.4563850980452521,51.46830297548954
327,E00013425,3,-0.09447142293164569,51.52837752873612
328,E00013462,2,-0.09092119854124303,51.522828113313466
329,E00174777,3,-0.09785508117296288,51.52624290924083
330,E00174773,7,-0.1021244240128024,51.524160189168725
331,E00174770,31,-0.08814573554491206,51.5228463575606
332,E00174775,9,-0.0974911284098854,51.52460957547331
333,E00174786,10,-0.09894781030243158,51.524672501521984
334,E00174784,3,-0.09956650789194896,51.52322807811205
335,E00013576,21,-0.10247264431115746,51.52629374468665
336,E00174766,7,-0.1000596044120771,51.52582216630284
337,E00013430,70,-0.10051694999822448,51.521264193982226
338,E00013431,6,-0.10358634886471128,51.52532684601893
339,E00013432,1,-0.09507508541098186,51.523055672909074
340,E00013434,14,-0.09831440895966598,51.52135740429439
341,E00013438,4,-0.09766094122471884,51.528895645282624
342,E00013439,2,-0.10045009870048038,51.5294930304296
343,E00013550,155,-0.10369303478021283,51.52023962111072
344,E00013543,3,-0.11508273158959989,51.53014959180446
345,E00013545,46,-0.10621683125146685,51.521773289117235
346,E00013548,87,-0.10699731986597844,51.52418392252073
347,E00013460,53,-0.09451495933548512,51.52424591595816
348,E00013461,3,-0.08989692179925533,51.52396238809601
349,E00013444,2,-0.09932536425611226,51.527146394402045
350,E00013447,66,-0.09648770204847228,51.52420110122558
351,E00013446,272,-0.08905875060965283,51.52666624042003
352,E00013453,1,-0.10219582155195056,51.52548114060217
353,E00013458,13,-0.094715142191657,51.52576518371594
354,E00013569,31,-0.10666036963075202,51.526965678256225
355,E00013561,1,-0.10216986365433833,51.528700603213515
356,E00013560,5,-0.10913520982507682,51.529773210569296
357,E00013746,1,-0.11780226574571982,51.55118463188279
358,E00013426,24,-0.09345919367747826,51.52310758255558
359,E00174772,357,-0.08611054716785096,51.52410385120689
360,E00013556,2,-0.10740043013047286,51.52933415675027
361,E00013547,11,-0.10470561445195282,51.52412859994543
362,E00013546,59,-0.109277333342905,51.5237523650297
363,E00013544,6,-0.1136127564623569,51.52934913704366
364,E00013428,147,-0.08813085899690788,51.52101344638829
365,E00013429,5,-0.09277055251615082,51.52203665212991
366,E00174778,14,-0.09801828119195136,51.52292300853849
367,E00013455,14,-0.08934303335331678,51.52517283787393
368,E00013454,17,-0.09242954978177638,51.524805488994396
369,E00013452,1,-0.08959485664727952,51.52603690858873
370,E00013578,45,-0.11148891584633125,51.52483510401556
371,E00013579,2,-0.10499146021638898,51.52560194447608
372,E00013570,8,-0.10235254066822243,51.527429701059674
373,E00013572,197,-0.10904614863790424,51.52639164273611
374,E00013573,1,-0.11233509576704921,51.526889034876966
375,E00013564,1,-0.1125817717793313,51.528433079757896
376,E00013565,1,-0.11033359140240982,51.527760057352076
377,E00013567,2,-0.11399981338983767,51.52754904662531
378,E00013566,3,-0.1050921554704594,51.52806823005201
379,E00013562,9,-0.1059942839472762,51.52915426431508
380,E00013440,19,-0.09443055449302797,51.52735622411185
381,E00013443,25,-0.09700812220447902,51.52751289683233
382,E00013442,4,-0.09154787752387421,51.52749665637358
383,E00013785,1,-0.13862918278684655,51.56174525315206
384,E00013559,5,-0.10475302362340341,51.529125480748014
385,E00013558,3,-0.11076019536529062,51.529518852791824
386,E00013549,132,-0.10396275405199715,51.52258870020991
387,E00174781,4,-0.10082813157324043,51.524574851594494
388,E00174783,46,-0.10133051505097124,51.523211463382935
389,E00014455,2,-0.21433407612135563,51.51757981556752
390,E00014454,3,-0.21138018538782047,51.51786087082114
391,E00014560,17,-0.18150967147638786,51.48671088236848
392,E00014273,6,-0.19106666584383705,51.489778849824475
393,E00014275,15,-0.19161740157490517,51.489227887597124
394,E00014277,1,-0.19461448591344044,51.48841314832089
395,E00014270,3,-0.19443416410205153,51.49010045161072
396,E00014271,1,-0.19715242222830898,51.48941895115808
397,E00014659,58,-0.1786525304737763,51.486784017662806
398,E00014658,17,-0.17332477636398178,51.48683387932087
399,E00014302,1,-0.2105540197896108,51.520441940190175
400,E00014121,3,-0.19277034125383236,51.5054700604219
401,E00014120,1,-0.19402199690111363,51.50570588791026
402,E00014123,2,-0.1992948376241255,51.50532864658727
403,E00014122,62,-0.19910008412003305,51.506064875085656
404,E00014128,4,-0.1932514769902923,51.50462463963796
405,E00014173,8,-0.20157974139843532,51.51685627034741
406,E00014175,6,-0.20070993646846277,51.51624899274537
407,E00014172,225,-0.20890284722350316,51.516848176703185
408,E00014176,2,-0.20125331966496815,51.5157855704686
409,E00014171,1,-0.20068664763463334,51.51714090124849
410,E00014301,15,-0.20593260234784225,51.520391699286264
411,E00014300,14,-0.20825995159707333,51.52150731874845
412,E00014383,132,-0.20562302561468734,51.504765642296235
413,E00014384,453,-0.20254050402575566,51.50133379076922
414,E00014662,4,-0.17736655769683085,51.485313577900214
415,E00014588,52,-0.16151694790685076,51.49040036925371
416,E00014589,1,-0.15668085882837815,51.48912548142833
417,E00014665,114,-0.18360703082934643,51.48373650646678
418,E00014664,36,-0.18117072975221146,51.48429028602819
419,E00014667,2,-0.18530169960695697,51.482503392925594
420,E00014661,51,-0.18018871921246288,51.485869214478605
421,E00014660,130,-0.17507458337594603,51.485654700763334
422,E00014561,1,-0.1894954332986535,51.48753626763575
423,E00014506,277,-0.19969736150896075,51.51091851564644
424,E00014586,197,-0.159252407466886,51.49013020717697
425,E00014587,2,-0.1557475466509239,51.490108298927346
426,E00014507,6,-0.18104751561407784,51.50026525138245
427,E00014585,3,-0.15746024772089057,51.49047149024159
428,E00014579,1,-0.186154436540111,51.48967307382013
429,E00014578,1,-0.1821828207842843,51.48872715481866
430,E00014152,3,-0.20230275389897695,51.51551273375744
431,E00014354,13,-0.16473247524784998,51.48989994831458
432,E00014356,29,-0.15692877677657271,51.49680629382389
433,E00014352,42,-0.1686030282896829,51.49126914451215
434,E00014353,12,-0.16515380269271754,51.4911093297431
435,E00014341,10,-0.1681404283839182,51.4923951695739
436,E00014348,24,-0.16583598245380934,51.4917122714718
437,E00014345,1,-0.16351560919600497,51.49177662595232
438,E00014342,6,-0.1615147378528016,51.491736926921575
439,E00014347,29,-0.1595490798113297,51.49246908827801
440,E00014280,17,-0.19663911985151877,51.48804807404199
441,E00014201,5,-0.18324328159178274,51.49184642281339
442,E00014471,2,-0.19577159507353184,51.51286489779477
443,E00014473,223,-0.1988199865547796,51.5103134410109
444,E00014470,1,-0.21262430744257382,51.51479415904863
445,E00014474,7,-0.19296013018661526,51.51022626108159
446,E00014475,1142,-0.19614041170231925,51.510000763079375
447,E00014104,16,-0.17653725789862892,51.49373890212795
448,E00014184,3,-0.18826703006765294,51.49407834692111
449,E00014107,13,-0.17417073534915425,51.493159555946654
450,E00014186,2,-0.18990419340091821,51.49377005080048
451,E00014187,3,-0.18670042601860506,51.4939620785152
452,E00014105,27,-0.17787586988796886,51.493561938737855
453,E00014102,67,-0.17549721605332677,51.49464149746664
454,E00014463,2,-0.2153592914880635,51.51552867452886
455,E00014465,13,-0.22047619456102516,51.5151724076037
456,E00014466,1,-0.21719541837019127,51.51546506852653
457,E00014460,5,-0.22162060340157552,51.51663373592361
458,E00014461,3,-0.2117984983948635,51.51553660462035
459,E00014269,5,-0.19167743254237968,51.49025885975126
460,E00014200,3,-0.18764912740511708,51.49198279087526
461,E00014283,2,-0.1952563814976754,51.49413775939328
462,E00014284,23,-0.19209587282008345,51.49384819884069
463,E00014642,1,-0.21284411176752233,51.519994800037786
464,E00014645,9,-0.18114202863956283,51.48242478905163
465,E00014415,13,-0.21776830871780326,51.51172796343645
466,E00014496,1,-0.1950420217614229,51.51140827836415
467,E00014492,7,-0.20363087454374937,51.51305570335036
468,E00014413,4,-0.21089166943153395,51.51074884636858
469,E00014315,26,-0.20326165163283524,51.52290394951711
470,E00014394,2,-0.2109014169387291,51.499713313069655
471,E00014395,1,-0.20906743276633022,51.49867138860841
472,E00014314,63,-0.20352719679993408,51.5216425848896
473,E00014396,2,-0.2061960540402793,51.49799642221919
474,E00014316,2,-0.21243195802945095,51.52246476954486
475,E00014312,5,-0.21093566614705878,51.524416491823516
476,E00014393,1,-0.2080488131186591,51.49960067140364
477,E00014517,14,-0.18844068476255274,51.495158292291464
478,E00014596,30,-0.15582274463562834,51.48677746924968
479,E00014516,39,-0.18515055875308,51.49530762882509
480,E00014597,182,-0.169044891327258,51.48696929751391
481,E00014514,11,-0.1816479069662845,51.49559198043939
482,E00014595,439,-0.16782908116262138,51.48698363907413
483,E00014295,2,-0.1955577682160416,51.49208795719428
484,E00014217,3,-0.17950278919534093,51.494604930573196
485,E00014294,3,-0.19835646644658564,51.49305745984054
486,E00014095,26,-0.16415791259436105,51.49709459150203
487,E00014094,812,-0.17334953790288146,51.49583019254177
488,E00014097,59,-0.16836385387978364,51.49654793257793
489,E00014096,10,-0.16040887347887944,51.497770012692335
490,E00014093,88,-0.17144145900041874,51.49747790411904
491,E00014404,6,-0.21536627241824433,51.5031790874752
492,E00014484,291,-0.2023788596065788,51.5099215455772
493,E00014485,3,-0.20253123683267446,51.50875740480497
494,E00014406,1,-0.21364506714432702,51.503298534217514
495,E00014486,6,-0.19929495738005804,51.50916857035518
496,E00014483,127,-0.19748378508430262,51.5095293137669
497,E00014368,15,-0.15638249825206585,51.49375967006642
498,E00014361,34,-0.16725786133026427,51.49404837769259
499,E00014654,1,-0.17634775107488676,51.48755287575245
500,E00014656,1,-0.17716665591021782,51.487173799460464
501,E00014652,12,-0.17415635721935666,51.48875357887758
502,E00014550,10,-0.18414654493334107,51.489889124063104
503,E00014552,2,-0.185593455521141,51.487620725207094
504,E00014557,1,-0.1928599796843146,51.487123590442714
505,E00014556,73,-0.19297970721300392,51.487887792226644
506,E00014551,7,-0.1910121803623664,51.48879241125796
507,E00014539,13,-0.18983662690881264,51.49808212278517
508,E00014531,3,-0.1917921159997467,51.49944172815651
509,E00014538,3,-0.18729827718362868,51.49785662558416
510,E00014533,26,-0.18020585332781075,51.49796624636199
511,E00014195,3,-0.1869693618594872,51.49282633296345
512,E00014196,4,-0.17976897896393126,51.49049680375076
513,E00014117,7,-0.1969891674505001,51.50607942611135
514,E00014116,6,-0.1788254999129902,51.49111973477808
515,E00014194,1,-0.184575699590835,51.492295574282586
