,geometry,locationCount,locationID,lng,lat
70,POINT (-0.14548966583851 51.49671031864),1,270910492.0,-0.14548966583851,51.49671031864
71,POINT (-0.14704399755321 51.504931274827),1,1570214.0,-0.14704399755321,51.504931274827
72,POINT (-0.081857944286288 51.50097134559),1,496699273.0,-0.081857944286288,51.50097134559
73,POINT (-0.16514229680753 51.498837979366),1,213786585.0,-0.16514229680753,51.498837979366
74,POINT (-0.16432341305515 51.499095126891),3,651915155.0,-0.16432341305515,51.499095126891
75,POINT (-0.12561111111111 51.493972222222),1,233653550.0,-0.12561111111111,51.493972222222
76,POINT (-0.1761517 51.4936863),1,228025865.0,-0.1761517,51.4936863
77,POINT (-0.1348294 51.4910587),1,256431013.0,-0.1348294,51.4910587
78,POINT (-0.11146598973427 51.487622899919),1,1022400462.0,-0.11146598973427,51.487622899919
79,POINT (-0.127351 51.5234121),1,1015031744.0,-0.127351,51.5234121
80,POINT (-0.19278778951743 51.478993556086),1,515242990.0,-0.19278778951743,51.478993556086
81,POINT (-0.077932758096679 51.526062012107),1,698774243598522.0,-0.077932758096679,51.526062012107
82,POINT (-0.09483 51.5266),1,227562421.0,-0.09483,51.5266
83,POINT (-0.12849020410833 51.523413244423),4,505555292.0,-0.12849020410833,51.523413244423
84,POINT (-0.13391397722222 51.526052566667),1,1029534127.0,-0.13391397722222,51.526052566667
85,POINT (-0.14856974220294 51.529325630522),1,403146525.0,-0.14856974220294,51.529325630522
86,POINT (-0.16524591935687 51.52872394839),2,299925641.0,-0.16524591935687,51.52872394839
87,POINT (-0.215356 51.527526),1,1240037799357069.0,-0.215356,51.527526
88,POINT (-0.13221103288522 51.515266073986),1,98359091.0,-0.13221103288522,51.515266073986
89,POINT (-0.15196119428571 51.51844717),1,534220607.0,-0.15196119428571,51.51844717
90,POINT (-0.10748986519481 51.517040977662),2,353707665.0,-0.10748986519481,51.517040977662
91,POINT (-0.11887508706131 51.516798978405),1,19860.0,-0.11887508706131,51.516798978405
92,POINT (-0.120882 51.5157967),1,1881527.0,-0.120882,51.5157967
93,POINT (-0.12706 51.5145),1,228521119.0,-0.12706,51.5145
94,POINT (-0.1261726 51.5149168),2,994878113964210.0,-0.1261726,51.5149168
95,POINT (-0.13105901458333 51.514461138056),1,866064844.0,-0.13105901458333,51.514461138056
96,POINT (-0.1014868 51.5130661),1,150992005.0,-0.1014868,51.5130661
97,POINT (-0.13185673145814 51.509803369202),1,632315902.0,-0.13185673145814,51.509803369202
98,POINT (-0.14312173704079 51.511118385657),1,227620500.0,-0.14312173704079,51.511118385657
99,POINT (-0.1474179 51.511199),1,13120936.0,-0.1474179,51.511199
100,POINT (-0.1256727030705 51.496837875509),1,233028071.0,-0.1256727030705,51.496837875509
101,POINT (-0.1499052 51.5107011),1,8696461.0,-0.1499052,51.5107011
102,POINT (-0.1871267 51.5103615),1,222869589.0,-0.1871267,51.5103615
103,POINT (-0.11541638750048 51.506522394262),1,251437716.0,-0.11541638750048,51.506522394262
104,POINT (-0.11795501 51.50620908),1,1770548349830300.0,-0.11795501,51.50620908
105,POINT (-0.14819291365932 51.50667510248),1,6781674.0,-0.14819291365932,51.50667510248
106,POINT (-0.14391500833333 51.508723376667),1,613729277.0,-0.14391500833333,51.508723376667
107,POINT (-0.158118 51.508702),1,324647382.0,-0.158118,51.508702
108,POINT (-0.080921841815002 51.503755650166),1,279522137.0,-0.080921841815002,51.503755650166
109,POINT (-0.090711 51.505528),1,189399791430195.0,-0.090711,51.505528
110,POINT (-0.09187805080898701 51.502916918386),1,369784624.0,-0.091878050808987,51.502916918386
111,POINT (-0.10488719916088 51.5034570393),1,223945649.0,-0.10488719916088,51.5034570393
112,POINT (-0.1066266 51.5031517),1,285726674.0,-0.1066266,51.5031517
113,POINT (-0.11893510246641 51.502767780844),1,323856105.0,-0.11893510246641,51.502767780844
114,POINT (-0.17744783 51.50098896),1,452136698141957.0,-0.17744783,51.50098896
115,POINT (-0.107147 51.500866),1,225727737759016.0,-0.107147,51.500866
116,POINT (-0.15336381117899 51.500992201442),1,261193340.0,-0.15336381117899,51.500992201442
117,POINT (-0.20954944928052 51.4990545),1,227625390.0,-0.20954944928052,51.4990545
118,POINT (-0.17472800370944 51.497292464732),3,291569844.0,-0.17472800370944,51.497292464732
119,POINT (-0.18751556187371 51.494344312825),3,297866674.0,-0.18751556187371,51.494344312825
120,POINT (-0.09863 51.49346),1,1022401653.0,-0.09863,51.49346
121,POINT (-0.12134356281612 51.486088633496),1,660534647433212.0,-0.12134356281612,51.486088633496
122,POINT (-0.16148 51.4858833),1,1005660410.0,-0.16148,51.4858833
123,POINT (-0.19227478237611 51.477169031564),3,794867914.0,-0.19227478237611,51.477169031564
124,POINT (-0.12064841768532 51.527835847006),1,235073405.0,-0.12064841768532,51.527835847006
125,POINT (-0.1937096 51.5267319),1,888154310.0,-0.1937096,51.5267319
126,POINT (-0.12820837613636 51.516716446932),1,1024636394.0,-0.12820837613636,51.516716446932
127,POINT (-0.13825039643748 51.523268145485),1,237459881.0,-0.13825039643748,51.523268145485
128,POINT (-0.078005666986077 51.52035167758),1,38472.0,-0.078005666986077,51.52035167758
129,POINT (-0.1012176 51.51855132),1,1029812252.0,-0.1012176,51.51855132
130,POINT (-0.12203150864501 51.514702773509),1,219556174.0,-0.12203150864501,51.514702773509
131,POINT (-0.1325 51.5206),1,264675432.0,-0.1325,51.5206
132,POINT (-0.0897505 51.5151297),1,16481678.0,-0.0897505,51.5151297
133,POINT (13.38862523 52.50654546),1,576494687.0,13.38862523,52.50654546
134,POINT (-0.1330846 51.5162355),1,607056909449561.0,-0.1330846,51.5162355
135,POINT (-0.078087384052781 51.527273128894),1,1773420449547255.0,-0.078087384052781,51.527273128894
136,POINT (-0.14541395637652 51.517350729518),1,1574424.0,-0.14541395637652,51.517350729518
137,POINT (-0.08371389999999999 51.5115205),2,711511113.0,-0.0837139,51.5115205
138,POINT (-0.1319603 51.5131501),1,110754.0,-0.1319603,51.5131501
139,POINT (-0.13502747563661 51.510262072785),1,5935.0,-0.13502747563661,51.510262072785
140,POINT (-0.14830049453613 51.510189398568),1,496528.0,-0.14830049453613,51.510189398568
141,POINT (-0.14582087841667 51.51200022994),1,258690853.0,-0.14582087841667,51.51200022994
142,POINT (-0.2101391 51.5105062),1,428514124.0,-0.2101391,51.5105062
143,POINT (-0.11169388883475 51.507914955784),1,268821373.0,-0.11169388883475,51.507914955784
144,POINT (-0.107688887063 51.507932305474),2,366813023.0,-0.107688887063,51.507932305474
145,POINT (-0.10779931333333 51.509622386667),1,790627518.0,-0.10779931333333,51.509622386667
146,POINT (-0.19707362296981 51.508715420418),1,245749521.0,-0.19707362296981,51.508715420418
147,POINT (-0.08420198750000001 51.51281624875),1,434249099.0,-0.0842019875,51.51281624875
148,POINT (-0.20656992192992 51.508940274703),1,242109985827514.0,-0.20656992192992,51.508940274703
149,POINT (-0.22154428612579 51.506584374992),1,228021591.0,-0.22154428612579,51.506584374992
150,POINT (-0.091757178010208 51.505609990068),1,227731044.0,-0.091757178010208,51.505609990068
151,POINT (-0.101359 51.504461),1,1073894596011867.0,-0.101359,51.504461
152,POINT (-0.14212 51.5018),1,566066260248281.0,-0.14212,51.5018
153,POINT (-0.155979 51.502113),1,860019776.0,-0.155979,51.502113
154,POINT (-0.10051620192835 51.498999400112),2,109261775.0,-0.10051620192835,51.498999400112
155,POINT (-0.16019976666667 51.50057505),2,266776545.0,-0.16019976666667,51.50057505
156,POINT (-0.16649 51.4979307),1,1006714347.0,-0.16649,51.4979307
157,POINT (-0.18246936674642 51.498692124813),1,1833574.0,-0.18246936674642,51.498692124813
158,POINT (-0.1837216 51.4979712),1,166992040395303.0,-0.1837216,51.4979712
159,POINT (-0.101 51.495),1,416214624.0,-0.101,51.495
160,POINT (-0.1416068 51.4940129),1,219482410.0,-0.1416068,51.4940129
161,POINT (-0.14073 51.49289),1,241573802898048.0,-0.14073,51.49289
162,POINT (-0.1754019 51.4896886),1,287147503.0,-0.1754019,51.4896886
163,POINT (-0.17696698928859 51.492655326134),1,787562155.0,-0.17696698928859,51.492655326134
164,POINT (-0.1199339 51.4864321),1,2665282.0,-0.1199339,51.4864321
165,POINT (-0.07799775794301 51.527982201238),1,227355693.0,-0.07799775794301,51.527982201238
166,POINT (-0.08593197806561401 51.526069278022),1,356486394.0,-0.085931978065614,51.526069278022
167,POINT (-0.1306 51.52179),2,203573.0,-0.1306,51.52179
168,POINT (-0.13852413909063 51.528810324031),1,135471183227688.0,-0.13852413909063,51.528810324031
169,POINT (-0.19527 51.52588),2,1021579339.0,-0.19527,51.52588
170,POINT (-0.094792745 51.523800085),1,714860606.0,-0.094792745,51.523800085
171,POINT (-0.110253 51.5221549),1,230815328.0,-0.110253,51.5221549
172,POINT (-0.1071741 51.52453),1,339172229.0,-0.1071741,51.52453
173,POINT (-0.14245898666667 51.519395554778),1,679602261.0,-0.14245898666667,51.519395554778
174,POINT (-0.16249509206145 51.525269464624),1,269074040.0,-0.16249509206145,51.525269464624
175,POINT (-0.07990756039983 51.521257249615),2,1020387702.0,-0.07990756039983,51.521257249615
176,POINT (-0.12215698422523 51.517377268973),3,557886002.0,-0.12215698422523,51.517377268973
177,POINT (-0.14689822907907 51.516167993986),1,310980463.0,-0.14689822907907,51.516167993986
178,POINT (-0.156705 51.5208442),2,1830103.0,-0.156705,51.5208442
179,POINT (-0.089467 51.5135247),1,1661259007492290.0,-0.089467,51.5135247
180,POINT (-0.1246582 51.511721),5,214492246.0,-0.1246582,51.511721
181,POINT (-0.143205 51.5137305),1,1021540692.0,-0.143205,51.5137305
182,POINT (-0.15088853670336 51.515504340713),1,267449824.0,-0.15088853670336,51.515504340713
183,POINT (-0.19396278733333 51.51516828),1,269663488.0,-0.19396278733333,51.51516828
184,POINT (-0.10444444444444 51.509722222222),1,1018373246.0,-0.10444444444444,51.509722222222
185,POINT (-0.18768251 51.51269837),1,682880424.0,-0.18768251,51.51269837
186,POINT (-0.1159435740098 51.506988303712),1,288140140.0,-0.1159435740098,51.506988303712
187,POINT (-0.21953 51.50867),2,956059700.0,-0.21953,51.50867
188,POINT (-0.14314948973763 51.507921449156),1,227965408.0,-0.14314948973763,51.507921449156
189,POINT (-0.15109085 51.509226207127),2,6261088.0,-0.15109085,51.509226207127
190,POINT (-0.1960301 51.5093212),1,443988944.0,-0.1960301,51.5093212
191,POINT (-0.19765694659727 51.508210004634),3,23495383.0,-0.19765694659727,51.508210004634
192,POINT (-0.22147703915855 51.506965896163),1,701391018.0,-0.22147703915855,51.506965896163
193,POINT (-0.183667825 51.498241855),1,316532312.0,-0.183667825,51.498241855
194,POINT (-0.19561310411348 51.500111904823),2,743070908.0,-0.19561310411348,51.500111904823
195,POINT (-0.196866 51.4995512),1,1003797894.0,-0.196866,51.4995512
196,POINT (-0.19790307856955 51.499728123917),1,243965028.0,-0.19790307856955,51.499728123917
197,POINT (-0.0810893 51.4970683),1,58826689.0,-0.0810893,51.4970683
198,POINT (-0.1371246 51.4963524),1,325632957.0,-0.1371246,51.4963524
199,POINT (-0.1927544 51.4965551),1,1034466867.0,-0.1927544,51.4965551
200,POINT (-0.2164775 51.4946583),2,246546899.0,-0.2164775,51.4946583
201,POINT (-0.13478246780939 51.487391111941),1,1519171.0,-0.13478246780939,51.487391111941
202,POINT (-0.16154945306452 51.48604443129),1,889583042.0,-0.16154945306452,51.48604443129
203,POINT (-0.19362603102485 51.480865925919),1,1026485034.0,-0.19362603102485,51.480865925919
204,POINT (-0.1349409 51.5266991),1,239672111.0,-0.1349409,51.5266991
205,POINT (-0.084439226137765 51.522067058978),1,605549912.0,-0.084439226137765,51.522067058978
206,POINT (-0.10036524217391 51.519131493975),1,480048034.0,-0.10036524217391,51.519131493975
207,POINT (-0.134187 51.5179046),1,50645786.0,-0.134187,51.5179046
208,POINT (-0.14243455527203 51.521991969653),1,463681641.0,-0.14243455527203,51.521991969653
209,POINT (-0.14113 51.52227),1,1032658467.0,-0.14113,51.52227
210,POINT (-0.1434 51.5179),1,242493385.0,-0.1434,51.5179
211,POINT (-0.097923856147265 51.517838660407),1,214182169.0,-0.097923856147265,51.517838660407
212,POINT (-0.099282486168093 51.520739275458),1,460242496.0,-0.099282486168093,51.520739275458
213,POINT (-0.10940248 51.51899699),1,468979799951280.0,-0.10940248,51.51899699
214,POINT (-0.108749 51.520947),1,157845931268107.0,-0.108749,51.520947
215,POINT (-0.1328634 51.5184183),1,33903168.0,-0.1328634,51.5184183
216,POINT (-0.14148273 51.51729611),2,668391283308789.0,-0.14148273,51.51729611
217,POINT (-0.14727138 51.51607958),1,1571405969742736.0,-0.14727138,51.51607958
218,POINT (-0.1440869 51.5166855),1,1016376471.0,-0.1440869,51.5166855
219,POINT (-0.10635742168165 51.515885679204),1,234515247.0,-0.10635742168165,51.515885679204
220,POINT (-0.102645722 51.514087563333),1,1020659046.0,-0.102645722,51.514087563333
221,POINT (-0.10743026808249 51.514226022478),1,27047506.0,-0.10743026808249,51.514226022478
222,POINT (-0.13287659344096 51.513961679533),1,1020910452.0,-0.13287659344096,51.513961679533
223,POINT (-0.15072 51.51703),1,687706829.0,-0.15072,51.51703
224,POINT (-0.1569583 51.5154357),1,6984021.0,-0.1569583,51.5154357
225,POINT (-0.18653623 51.51638542),1,741215927.0,-0.18653623,51.51638542
226,POINT (-0.1980755 51.5145229),1,270114941.0,-0.1980755,51.5145229
227,POINT (-0.08770357311662901 51.513596741407),1,7279456.0,-0.087703573116629,51.513596741407
228,POINT (-0.092598875016479 51.511196168012),1,1015753995.0,-0.092598875016479,51.511196168012
229,POINT (-0.089482476392935 51.509785409901),2,230794967.0,-0.089482476392935,51.509785409901
230,POINT (-0.11338351990746 51.510878985526),1,311510957.0,-0.11338351990746,51.510878985526
231,POINT (-0.132671 51.5127907),1,214555174.0,-0.132671,51.5127907
232,POINT (-0.13499196807164 51.512599120599),1,256180598.0,-0.13499196807164,51.512599120599
233,POINT (-0.1321585 51.5118297),1,561729784.0,-0.1321585,51.5118297
234,POINT (-0.19761 51.51105),1,230964357.0,-0.19761,51.51105
235,POINT (-0.197399955 51.5104391),1,404052277.0,-0.197399955,51.5104391
236,POINT (-0.082193962560934 51.509186980303),1,650253388.0,-0.082193962560934,51.509186980303
237,POINT (-0.22076697 51.50784277),1,699076039.0,-0.22076697,51.50784277
238,POINT (-0.090124028050471 51.505807216771),1,1027877.0,-0.090124028050471,51.505807216771
239,POINT (-0.1365231 51.5092922),1,116100.0,-0.1365231,51.5092922
240,POINT (-0.13996741062029 51.507360476088),1,3818648.0,-0.13996741062029,51.507360476088
241,POINT (-0.14921430172264 51.508965032181),1,1283372.0,-0.14921430172264,51.508965032181
242,POINT (-0.21935042623522 51.506241106194),1,250410.0,-0.21935042623522,51.506241106194
243,POINT (-0.095538 51.504026),1,520913931423400.0,-0.095538,51.504026
244,POINT (-0.1092256 51.5041312),1,232879420.0,-0.1092256,51.5041312
245,POINT (-0.14361111111111 51.504166666667),1,438570787.0,-0.14361111111111,51.504166666667
246,POINT (-0.09436410000000001 51.5003731),1,4336378.0,-0.0943641,51.5003731
247,POINT (-0.1331396 51.4992011),1,291649212.0,-0.1331396,51.4992011
248,POINT (-0.142 51.501),1,868050893.0,-0.142,51.501
249,POINT (-0.1307564 51.49584166),1,1635707786754823.0,-0.1307564,51.49584166
250,POINT (-0.1555322 51.4968712),1,659840015.0,-0.1555322,51.4968712
251,POINT (-0.1734953 51.4946168),1,1030341610.0,-0.1734953,51.4946168
252,POINT (-0.1387292146684 51.490733251024),2,227825162.0,-0.1387292146684,51.490733251024
253,POINT (-0.19171457821954 51.491945100912),1,1028904537.0,-0.19171457821954,51.491945100912
254,POINT (-0.12183 51.48667),1,701561203.0,-0.12183,51.48667
255,POINT (-0.1669152 51.4883705),2,153718805.0,-0.1669152,51.4883705
256,POINT (-0.210047 51.489274),1,106073979786279.0,-0.210047,51.489274
257,POINT (-0.1982838 51.481373),1,557926279.0,-0.1982838,51.481373
258,POINT (-0.12801647186279 51.522509540442),1,1027109931.0,-0.12801647186279,51.522509540442
259,POINT (-0.13022145924392 51.525084098929),1,37587065.0,-0.13022145924392,51.525084098929
260,POINT (-0.0774524 51.5256324),1,1027801153.0,-0.0774524,51.5256324
261,POINT (-0.0900459 51.5252378),1,1035278057.0,-0.0900459,51.5252378
262,POINT (-0.102699 51.5224318),1,1012588593.0,-0.102699,51.5224318
263,POINT (-0.1218731 51.524223816667),1,803613119.0,-0.1218731,51.524223816667
264,POINT (-0.13235807822395 51.516752435885),1,601666781.0,-0.13235807822395,51.516752435885
265,POINT (-0.1379199 51.52464),1,21192.0,-0.1379199,51.52464
266,POINT (-0.1260672 51.5170905),1,7743321.0,-0.1260672,51.5170905
267,POINT (-0.1239635 51.5182798),1,382389.0,-0.1239635,51.5182798
268,POINT (-0.1282884 51.5139837),1,146353629137056.0,-0.1282884,51.5139837
269,POINT (-0.15189310688481 51.521103515564),1,1994184.0,-0.15189310688481,51.521103515564
270,POINT (-0.16387031 51.51952193),1,227954200.0,-0.16387031,51.51952193
271,POINT (-0.09379999999999999 51.5175),1,275081449.0,-0.0938,51.5175
272,POINT (-0.1274731374107 51.517525207915),1,810988728.0,-0.1274731374107,51.517525207915
273,POINT (-0.14221780506105 51.515463658777),1,227353162.0,-0.14221780506105,51.515463658777
274,POINT (-0.161517 51.5142334),1,985931649.0,-0.161517,51.5142334
275,POINT (-0.17555718724981 51.516590159955),1,161541.0,-0.17555718724981,51.516590159955
276,POINT (-0.18085924538989 51.514740173185),2,257899747.0,-0.18085924538989,51.514740173185
277,POINT (-0.1909984 51.5156271),1,2090951.0,-0.1909984,51.5156271
278,POINT (-0.080809686558734 51.513450264102),1,248348820.0,-0.080809686558734,51.513450264102
279,POINT (-0.0773177 51.5109403),1,227917712.0,-0.0773177,51.5109403
280,POINT (-0.0831789 51.5131121),1,311962433.0,-0.0831789,51.5131121
281,POINT (-0.095061375 51.512305985),1,743948219.0,-0.095061375,51.512305985
282,POINT (-0.1014868 51.5130661),1,684293.0,-0.1014868,51.5130661
283,POINT (-0.11688 51.51208),2,757286337741102.0,-0.11688,51.51208
284,POINT (-0.11277 51.51254),1,483991199.0,-0.11277,51.51254
285,POINT (-0.137987 51.513057),1,992151944195255.0,-0.137987,51.513057
286,POINT (-0.1400044 51.5100701),1,311106022571619.0,-0.1400044,51.5100701
287,POINT (-0.1496645 51.5101721),1,3304571.0,-0.1496645,51.5101721
288,POINT (-0.078112954 51.506367371333),1,768708192.0,-0.078112954,51.506367371333
289,POINT (-0.09693367953830399 51.50825235574),22,38990.0,-0.096933679538304,51.50825235574
290,POINT (-0.14083 51.50697),3,486127208.0,-0.14083,51.50697
291,POINT (-0.143643 51.508701),1,583745198459225.0,-0.143643,51.508701
292,POINT (-0.1378708 51.505394),1,251612539.0,-0.1378708,51.505394
293,POINT (-0.1385 51.504),1,264980858.0,-0.1385,51.504
294,POINT (-0.15125 51.502777777778),2,303887360.0,-0.15125,51.502777777778
295,POINT (-0.180644 51.49875),1,228741960.0,-0.180644,51.49875
296,POINT (-0.11714294215903 51.493737482559),1,384654349.0,-0.11714294215903,51.493737482559
297,POINT (-0.20491442 51.48425103),1,1008575568.0,-0.20491442,51.48425103
298,POINT (-0.16435482217468 51.497454399682),1,271989538.0,-0.16435482217468,51.497454399682
299,POINT (-0.13147002 51.49000577),1,1032885808.0,-0.13147002,51.49000577
300,POINT (-0.16846377695213 51.491991396942),4,323915134.0,-0.16846377695213,51.491991396942
301,POINT (-0.1916228 51.4920602),1,1028911585.0,-0.1916228,51.4920602
302,POINT (-0.18062192685681 51.485976068162),1,16475704.0,-0.18062192685681,51.485976068162
303,POINT (-0.12581706047058 51.485384990137),1,33612313.0,-0.12581706047058,51.485384990137
304,POINT (-0.12903642042463 51.483346181998),1,987926513.0,-0.12903642042463,51.483346181998
305,POINT (-0.16898696972397 51.479226881598),1,754390889.0,-0.16898696972397,51.479226881598
306,POINT (-0.081725489032258 51.526729534839),1,1022246170.0,-0.081725489032258,51.526729534839
307,POINT (-0.096209339139412 51.527453795554),1,387042919.0,-0.096209339139412,51.527453795554
308,POINT (-0.10470125521594 51.528845692819),1,51964450.0,-0.10470125521594,51.528845692819
309,POINT (-0.11021731 51.5277558),1,505830667.0,-0.11021731,51.5277558
310,POINT (-0.1319912 51.5286598),1,256840234.0,-0.1319912,51.5286598
311,POINT (-0.1576304 51.5227789),1,2333548.0,-0.1576304,51.5227789
312,POINT (-0.1576372916129 51.522441372258),1,986412014.0,-0.1576372916129,51.522441372258
313,POINT (-0.10153778225236 51.497667249587),1,244464899.0,-0.10153778225236,51.497667249587
314,POINT (-0.1002350629311 51.518513773553),1,2904615.0,-0.1002350629311,51.518513773553
315,POINT (-0.099811099165709 51.524905232723),3,554999393.0,-0.099811099165709,51.524905232723
316,POINT (-0.11795468459306 51.524299776668),1,313618341.0,-0.11795468459306,51.524299776668
317,POINT (-0.12512613059492 51.524942232158),1,252939288.0,-0.12512613059492,51.524942232158
318,POINT (-0.12043123 51.52345213),1,1027136736.0,-0.12043123,51.52345213
319,POINT (-0.1317682 51.5199013),1,1016658235.0,-0.1317682,51.5199013
320,POINT (-0.14379 51.51823),1,271684883.0,-0.14379,51.51823
321,POINT (-0.078520389210526 51.518023363421),1,1019257963.0,-0.078520389210526,51.518023363421
322,POINT (-0.0820422 51.520346),2,801722827.0,-0.0820422,51.520346
323,POINT (-0.22310101288669 51.491981798927),1,585302.0,-0.22310101288669,51.491981798927
324,POINT (-0.10153198 51.52120523),1,257268026.0,-0.10153198,51.52120523
325,POINT (-0.1013441 51.5212708),1,1018933130.0,-0.1013441,51.5212708
