,OA11CD,count,lng,lat,POPDEN,WD11NM_BF
11215,E00019587,6,-0.31485751715083904,51.455293188745046,82.0,Twickenham Riverside
11216,E00019507,1,-0.2975574108909248,51.46278166783985,97.0,South Richmond
11217,E00019585,58,-0.33012447230767494,51.448674610383996,67.7,Twickenham Riverside
11218,E00019634,3,-0.35794897684127613,51.441696781647536,110.5,West Twickenham
11219,E00019637,2,-0.352488752816591,51.43927480956113,39.7,West Twickenham
11220,E00019477,25,-0.32331742081849446,51.461414722377555,83.5,St Margarets and North Twickenham
11221,E00019476,136,-0.3191905956097802,51.460189599964366,26.0,St Margarets and North Twickenham
11222,E00019475,20,-0.32426048958849935,51.46368316841582,74.6,St Margarets and North Twickenham
11223,E00019474,3,-0.3218102386140274,51.46324531960207,75.6,St Margarets and North Twickenham
11224,E00019554,23,-0.3256190849882001,51.428212933611846,41.8,Teddington
11225,E00019556,47,-0.33786514764199965,51.426392347271275,106.8,Teddington
11226,E00019200,347,-0.3215723561716395,51.44174600117449,3.3,"Ham, Petersham and Richmond Riverside"
11227,E00019281,3,-0.32260169916542897,51.42669177292566,36.5,Hampton Wick
11228,E00019550,64,-0.32881732034869243,51.42645516366869,88.2,Teddington
11229,E00019552,2,-0.3310638769859331,51.427099310677264,71.5,Teddington
11230,E00019123,2,-0.25837130132066455,51.46468449467357,78.0,East Sheen
11231,E00019120,1,-0.259833771468097,51.46624824758429,145.9,East Sheen
11232,E00019125,76,-0.2690412835765288,51.46486266194075,107.7,East Sheen
11233,E00019122,69,-0.26351006621956446,51.46533802143987,105.5,East Sheen
11234,E00019127,3,-0.26036885848946045,51.463870668045196,85.6,East Sheen
11235,E00019124,28,-0.2584741592004636,51.46132602242358,16.1,East Sheen
11236,E00019126,73,-0.26667342486990203,51.465272376884826,70.2,East Sheen
11237,E00019565,4,-0.3334066858873064,51.42235385681558,66.4,Teddington
11238,E00019562,131,-0.3317239417170749,51.422991040560376,49.8,Teddington
11239,E00019567,151,-0.32754288159095063,51.41449972819954,1.9,Teddington
11240,E00019182,149,-0.3221234148233029,51.43349171003085,9.4,"Ham, Petersham and Richmond Riverside"
11241,E00019103,9,-0.248972364389566,51.474890436392414,79.8,Barnes
11242,E00174884,625,-0.3347888592584514,51.43651714470448,48.1,South Twickenham
11243,E00174887,5,-0.2776687242485536,51.47433570461545,34.7,Kew
11244,E00174881,5,-0.27755096414947555,51.47807464652986,101.2,Kew
11245,E00174880,3,-0.2789161843065201,51.478728217823935,108.6,Kew
11246,E00019339,1,-0.28281437218236694,51.46925107409042,70.1,Kew
11247,E00174883,25,-0.27745428268812466,51.4765436885252,69.3,Kew
11248,E00019338,1,-0.28746951559470496,51.46962979967174,80.9,Kew
11249,E00174882,40,-0.2795881574013887,51.48124969957262,25.2,Kew
11250,E00019090,1,-0.23999169251632282,51.482528430345155,67.2,Barnes
11251,E00019091,1,-0.22781435089185206,51.48084268544932,32.9,Barnes
11252,E00019093,4,-0.24770205598519587,51.47847018634683,58.7,Barnes
11253,E00019462,10,-0.3182452873032388,51.45428625602869,140.5,St Margarets and North Twickenham
11254,E00019465,25,-0.32821032626193447,51.452594436413015,27.8,St Margarets and North Twickenham
11255,E00019611,1,-0.31307157496995924,51.455285212919975,112.7,Twickenham Riverside
11256,E00019610,8,-0.30993538327604675,51.45697739057839,53.8,Twickenham Riverside
11257,E00019613,1,-0.3166818060053044,51.45622179910858,70.6,Twickenham Riverside
11258,E00019612,24,-0.31181420136882043,51.4560657443139,89.8,Twickenham Riverside
11259,E00019615,20,-0.3101534182480752,51.45522338643863,167.4,Twickenham Riverside
11260,E00019519,1,-0.33775068869228136,51.447442229517605,84.9,South Twickenham
11261,E00019526,2,-0.3352182289083402,51.447168091384654,59.1,South Twickenham
11262,E00019524,2,-0.34122640936055665,51.44704494323059,87.0,South Twickenham
11263,E00019528,1,-0.34211092808966304,51.44568873086537,126.9,South Twickenham
11264,E00019571,1,-0.33253271014175656,51.43305515102402,46.5,Teddington
11265,E00019578,1,-0.3310177773268996,51.43043377542135,66.1,Teddington
11266,E00019570,3,-0.32885679409648083,51.43216884960887,54.9,Teddington
11267,E00019495,18,-0.2924843222818988,51.45733987025052,66.4,South Richmond
11268,E00019171,14,-0.3448816096836768,51.430847294144165,109.9,Fulwell and Hampton Hill
11269,E00019488,22,-0.30250098348695004,51.45911362049786,96.1,South Richmond
11270,E00019400,1,-0.24185383469749938,51.47183737999331,29.1,Mortlake and Barnes Common
11271,E00019481,14,-0.30118781786831206,51.458508514760595,77.3,South Richmond
11272,E00019403,103,-0.25238259329815255,51.47180316825408,95.3,Mortlake and Barnes Common
11273,E00019482,1,-0.2947156353688681,51.453587049287016,94.7,South Richmond
11274,E00019402,1,-0.24947433625586427,51.47229287769082,106.1,Mortlake and Barnes Common
11275,E00019483,1,-0.2952375671885105,51.458598613176484,107.7,South Richmond
11276,E00019306,1,-0.36235075728181,51.44695363030368,40.7,Heathfield
11277,E00019386,22,-0.25408698496413673,51.46895853765333,143.1,Mortlake and Barnes Common
11278,E00019307,3,-0.37069421873509634,51.44824981639148,20.9,Heathfield
11279,E00019385,5,-0.2651487610534663,51.46874322617692,81.9,Mortlake and Barnes Common
11280,E00019546,14,-0.34668946362259645,51.43632539750024,27.2,South Twickenham
11281,E00019547,9,-0.3295390956154817,51.43555368885179,69.8,South Twickenham
11282,E00019545,1,-0.34648927232779486,51.43816459764237,56.9,South Twickenham
11283,E00019542,9,-0.3319226839964255,51.438781710966616,39.8,South Twickenham
11284,E00019598,3,-0.324631861822123,51.449005911003105,89.5,Twickenham Riverside
11285,E00019617,4,-0.3095511557147451,51.453900730843124,94.8,Twickenham Riverside
11286,E00019393,1,-0.25307131296225593,51.465761497939276,117.8,Mortlake and Barnes Common
11287,E00019625,1,-0.3472597950709156,51.44098097662853,69.4,West Twickenham
11288,E00019623,2,-0.3450095135674116,51.44328042661636,87.7,West Twickenham
11289,E00019498,20,-0.29866179246326846,51.45694610652494,114.9,South Richmond
11290,E00019419,38,-0.283863886618015,51.46659994200193,59.4,North Richmond
11291,E00019315,1,-0.37354422572166673,51.45607169721724,83.4,Heathfield
11292,E00019354,9,-0.2834554536257726,51.474964959834786,55.8,Kew
11293,E00019647,4,-0.352167275077709,51.44695711938705,74.7,West Twickenham
11294,E00019356,2,-0.281241891515982,51.47379446253148,52.3,Kew
11295,E00019450,5,-0.32255286360018315,51.45904952282723,84.2,St Margarets and North Twickenham
11296,E00019452,8,-0.3244637714198355,51.45806556951112,69.0,St Margarets and North Twickenham
11297,E00019158,2,-0.3538255418165912,51.42696269602786,45.0,Fulwell and Hampton Hill
11298,E00019159,3,-0.35842611843025446,51.426615240624365,63.5,Fulwell and Hampton Hill
11299,E00019527,1,-0.3373920179070778,51.44641700749855,110.4,South Twickenham
11300,E00019522,14,-0.33632102031748995,51.44049305003394,73.4,South Twickenham
11301,E00019407,1,-0.262879433910302,51.46936196784681,110.1,Mortlake and Barnes Common
11302,E00019201,1,-0.31657622395705093,51.440175592320244,77.7,"Ham, Petersham and Richmond Riverside"
11303,E00019283,1,-0.3187491789445853,51.42458168846102,107.5,Hampton Wick
11304,E00019139,2282,-0.2757970731374072,51.455399377954926,6.4,East Sheen
11305,E00019509,12,-0.29565743065683786,51.46207070021597,119.1,South Richmond
11306,E00019213,1,-0.36604029024246015,51.419635676983766,35.2,Hampton
11307,E00019292,19,-0.31339116929731053,51.42021910314336,35.3,Hampton Wick
11308,E00019212,11,-0.36408086159992487,51.41500036330249,36.8,Hampton
11309,E00019211,35,-0.356358999387651,51.418215607493735,7.8,Hampton
11310,E00019290,1,-0.3256529593494553,51.4228592337382,32.5,Hampton Wick
11311,E00019138,2,-0.2723687846418296,51.461217717290154,83.9,East Sheen
